id,is_iceberg
4645e56f,0.9995012
e6d05940,0.7550795
f8b3c6af,0.98236394
c89d6aad,0.97655505
0cb57f6e,0.7631309
86a4be46,0.23216113
75e62d7e,1.0
ebc36374,0.32981738
0ebcb731,0.97885966
24d000c5,0.91076636
f3c9a4f6,0.85291475
1bc59730,0.87444955
47ea0bff,0.7052196
cdeccfdd,0.97872984
15e09a1d,0.32208648
00652788,0.99854285
23649c84,0.99981844
91188a77,0.79428095
eaca8580,0.99663264
4ce9daeb,0.697171
d4220673,0.7444248
b6a87aef,0.9084469
8333ebed,0.9453055
950a3453,1.0
7074f6c9,0.5521168
98a02caf,1.11014715e-05
59c8d2b3,0.9884292
d99d13bd,0.9539686
de86f1cf,0.9712322
8f4b1985,0.95960915
a7779b04,0.81801057
2caeab11,0.9995565
16aeea7c,0.76598644
b9d19ab9,0.46616352
29c5d2fd,0.9999905
efcefa55,0.70174575
099161c3,0.7862694
12b49195,1.0
96a1ce13,0.9149401
67964b4f,0.99999976
b61c605c,0.2136263
bcfc0f16,0.017090231
bf0cb956,1.0
12f6aa7d,0.50840634
f36f3a0c,1.0
83490492,0.25049073
e3b62b60,0.32477245
20b27d66,0.9999875
25c3ce93,0.8594138
67a2ff0b,0.73207057
9b2d3c1a,0.9576142
8ad51f7d,5.9654907e-12
14137b57,0.9786099
9ea5aa79,0.9999779
5ea1d2dd,0.997524
979c867e,0.61770797
7ea1e1b6,0.88714635
d65520ba,1.0
765ad2e2,0.8010905
d2957326,0.5520038
24349e24,0.00038781762
fd8a2ae3,0.16954115
b282d98e,0.85719085
3eaa7a61,0.005010456
16533dd4,0.95054513
4adb68d7,0.9221351
565005b9,0.33496886
51d86e0c,0.951061
30635642,0.0006341338
d9480a60,1.0
b2647128,0.46159944
20478c55,0.98800695
caa0d105,0.30608377
474f4534,0.23927093
d51e3867,0.9830034
e5d1bba7,0.6135201
e7000b2a,0.0011434257
78f06b79,0.4870501
8a9f4bee,0.9987359
3d716bbe,0.90984684
6e1ddef1,0.00020128489
9826f39a,0.09380695
3fdc82f7,0.5545007
31f013c3,0.46317318
97a9df6d,0.99263304
10e65294,0.66498893
0bdca1a5,0.601906
374037fa,0.24581465
1d1a0cec,0.7682769
d415c5ad,0.10576519
ced1306d,3.841812e-10
f43497f3,0.46848148
ffd13a9e,0.963125
6f67148e,0.99467695
be322b68,0.994339
af209b44,0.05632192
69b53a4a,0.43653506
4c085180,0.10855323
608cea18,0.8969896
f8bebbfd,0.25978744
ae16855d,6.46483e-08
dfc700b3,0.9971513
e3bdd9ac,0.98625267
87a8ea20,0.015451968
3c3da9aa,0.9570242
76c882d6,0.0007648468
9e429645,0.9917618
7dc9c990,2.8918421e-07
f38d53ef,0.47850853
e1785b6e,0.09101626
80c673fb,0.8159548
a8b8c20b,0.6883087
6a1ff150,0.9882965
2f68d4fe,0.48225513
c462ec65,0.99894744
c374d5c4,0.9227434
d20769b3,0.5536495
c467fe4d,0.0023490787
1356229e,0.94293576
b1532127,0.8778862
3777ee22,0.9985947
4ba6023f,0.93554
08504ae6,0.09664199
5e0b4cc5,0.009004623
249a0c1f,0.99423194
24b3497f,0.55335146
9edcf494,1.0
53297290,0.17374247
6d3a269e,0.89531803
1b0d38fc,2.7175827e-07
02747427,0.9029825
38867253,0.8728809
c392dbd0,0.72265685
8939734c,8.7046106e-11
097ba3af,1.5293792e-15
30f0f835,0.4929607
bdab1bcf,0.64469016
1070a984,0.9208261
c41b8a90,0.98621374
86a3b5cc,0.43978578
d0a3719e,0.7815957
b1a8067b,0.6452496
911bc6aa,0.4475699
67a2d0ac,0.99421453
11447262,0.023902148
12fd1375,0.0042471886
f2898538,0.9987765
0e7355e2,0.13183784
bc2c87c8,0.9984301
94001156,0.055950046
d5855224,0.6144333
a3c1a552,0.098092526
edcf54fa,0.75634444
a28b90eb,0.7532775
63cd028f,0.00012540817
dbc79657,0.123047054
bc856bf1,0.4553418
c7e25a70,0.68724924
9771b119,8.672474e-08
836db0d9,0.00040733814
f5685d3e,0.6921691
bb04299d,0.61916274
163a9d23,0.41841027
5283c614,2.3005407e-13
2276d5d8,0.21775165
ccb77e34,0.999751
d4a75bf3,0.4727604
e15f46ea,0.9995682
992a45ba,0.70337003
056e7768,4.4926004e-19
a1dc016b,0.92863643
38db82cd,0.016291946
3295f3ae,0.0030209422
a6ff3660,0.7431494
5981b799,0.9774429
2636d79d,0.99914926
7a8521e2,8.1205724e-07
9b53021d,0.15858328
0a37be18,0.93322563
a8676e55,0.9941344
3488b8fc,0.30234578
b86d4006,0.81796044
33888635,0.98746604
aa9ca5f9,0.7770512
08faf0f6,6.458777e-12
5320cd26,0.015767187
2c57fdaa,0.7134066
d467ce62,0.9998306
888a568e,0.98516387
88d6c838,0.9929817
8f138517,0.9950172
e1108dc0,0.86136454
9e9cd6c9,0.13240802
ab893af4,0.00011717995
4d4b30ba,0.7201463
7ce15e26,0.99583554
dbc45500,5.8907117e-05
6a0cde3f,0.90797985
2658014c,0.91615504
08d20604,0.001244694
03c83dc9,0.9763597
d741ccd1,0.14458197
992d48b6,2.1362312e-18
b1ea3253,0.8730786
da379e69,0.0010154545
73b429af,0.9598843
2aefe712,0.9931326
1e3634f9,0.97686374
069ee09e,0.13056538
a7970f81,0.0004619956
23084d2e,3.8088418e-13
ac57710a,0.82198954
02553267,0.7337684
0971c6c7,0.0013590753
cdb7f1fe,0.8503538
d3af3f60,0.50273544
59daf44b,0.81265736
c2169934,0.98123115
da03b56e,0.99996907
474ea404,0.68811166
f686cdc4,0.7000262
f865b354,0.94707274
106df554,0.9020424
e5637171,0.9928471
cba8985c,0.2771194
cc09c9ce,0.737586
0b85b33f,0.78049546
92f20625,0.98048186
6b1379dd,0.8746677
ed2b1df1,0.009610772
325124e4,0.027602106
7455c944,0.99387217
fd68ccc1,0.9814908
8df9100d,0.96624666
c406df9b,0.37811586
4978870c,4.6354574e-12
383f95d6,0.2941482
aba96bbf,9.1343594e-07
6bba66b4,0.9524399
b86fa0c9,0.10913932
a2abc369,0.8742899
0b40c014,0.0012583733
d45add48,0.7856082
00193999,0.9862318
c2f1b710,0.6627391
53750c72,0.19525719
3137ef1d,0.9657998
bc6b8e2a,0.18397129
7cb546c6,0.9999943
d59a2349,1.0
04d04b9a,0.9337349
05ac1343,0.37244657
2917895f,9.4989744e-05
342a1d01,0.9786209
78309e4b,0.6175298
5c1a5aba,0.00042137504
fae57f79,0.00053983927
23821d71,0.6635767
5780b19d,1.4841035e-09
11c67865,0.7268064
8564f114,0.89812344
ec7d0fdd,0.7857709
9a0446b8,0.0033982694
5f5da69d,0.80992234
7a11839b,0.9701749
763c9bbf,2.9072703e-12
15a7b5c5,0.00036409497
e9c7e251,0.895303
2555c207,0.5944299
ec8d9784,0.99999034
08fd9d10,0.45661694
9504ae29,0.05032614
0b91a24d,0.96180665
e62e6cfe,0.8745597
5d1291bb,0.8825123
b3c1f2e7,0.015421778
c6a8db21,0.4467544
f2c137fd,0.9184524
b61e8155,0.8349773
45b9ee35,0.64196503
8fe9c49b,1.0
b98ceb09,4.733151e-13
70c4a435,0.37004644
d953d111,0.72406304
da7de86e,0.8065196
519f8611,0.83619124
75eefdc3,0.9823922
62412092,0.76400936
de8ec010,0.52579474
ee6121f8,0.77693963
412b66e0,0.47168073
7405c131,0.63914233
efff4306,0.8806468
5658d679,1.0
617f88fc,2.417322e-05
a120100b,0.061946094
0971369e,0.94192886
83f7fe7b,0.7996129
12437da1,9.815534e-11
8e7f96a5,0.9992045
a08237de,0.017662704
a013bd6f,0.0006324947
c6fdd404,0.9817032
317e2af4,0.42357826
dd9878c0,0.9395455
42e76a51,0.99994576
022f77e3,0.40950665
cada3682,0.9279955
53074f1f,0.9999218
e6c19679,0.61196285
dfb69b8b,0.0016782582
e1572941,1.0
8d549cd2,0.4098034
6913594d,0.9442544
6e528fd6,0.99905694
c8b037c7,0.0073229373
c3b6c880,0.9999969
9684ac04,0.9998356
6d974acc,0.42637056
57b10462,0.5459058
b2373298,0.009453952
8e946e10,0.92693233
6acee7de,0.9553457
8ad7cc2f,1.2051763e-16
8e6e087e,0.524476
c3e46df5,0.99989194
f6983f34,0.6790115
8130a3aa,0.98878956
0f11be03,0.6621518
766073e1,0.81784594
e67f6889,0.9672905
148a0930,0.43253952
b333ff97,0.6996358
1c148a28,0.96701753
ee0b02d7,0.6662331
fa1c5f6d,0.9576049
9b12ae1f,1.4623787e-05
3bb60b1b,0.31171125
096e7594,0.36274788
ac98996a,0.57151973
1b7b9b9d,0.96835107
61b2ac6f,0.70665526
2bd414a8,0.23221952
73d12826,0.9774727
29f7ec33,0.00044432282
265f8aa8,0.9489001
0d6be675,0.24891907
a00ecdf6,0.95573264
c414328a,0.75660086
d47de87e,0.92393386
376f984f,0.95552945
12a35aa5,0.46121603
8ecfd739,0.0025385022
2cbc30f4,0.323165
aa4bdf31,0.44461998
69d18f51,0.94688785
50cd4394,2.9719577e-17
bda732e1,0.81384015
8e77e385,0.9979177
49dfd51a,0.20040974
b0a3e728,0.99072695
518061ec,0.5454626
bb306c8c,0.9993397
1b2cf099,0.04819542
e7c405e4,6.8642576e-09
1fc79c9d,0.016793042
3427cd60,0.9953957
8fc604cd,0.9997989
0981acfd,1.483464e-07
512e9c5c,0.7303276
ae9f2426,0.00015449524
a8cd44c8,0.97775334
acac91c3,0.99975085
35988937,0.67610264
2a2dd539,0.5447242
3f971e0a,5.558591e-09
7e09131c,0.7838945
82726c59,0.7555833
ec4c3dbd,0.7105973
2a851255,1.5682152e-18
2cebdab4,0.9998292
013b617b,0.7746004
21a8603a,0.57006896
fe2f2579,0.81510377
df069a3d,0.99724835
595f7f57,0.8037804
081bdb0a,2.863124e-13
6f8e7b3a,0.79485214
d1824fe1,1.2144395e-11
3ddc6778,0.74055356
57e4244d,0.98616976
18e2e176,1.0
7394cdbc,0.9687067
19821b41,1.0
12e9563c,0.9328
b96c9ed9,0.97648036
096d9c1b,0.14348927
97454a30,0.964574
43b6c5d3,0.9984348
2c58bcc5,0.9976997
0c71dc02,0.89429444
f7cd79b0,0.6884884
922ec513,0.00030258298
561b6b2c,0.6070317
32913f04,0.6741235
77aad507,0.08520463
d62d5a9c,0.9713096
be70bb3d,0.8200857
84920252,0.950565
b9623d93,0.99126184
ba925eca,0.243274
181ecadf,0.18735689
6fbcc9e2,0.28085902
57d5b182,0.995637
d3013a36,0.87462795
21cafb54,0.7617258
d1a6cc74,1.2026203e-09
c4017d47,0.01098758
22e05854,0.0015751123
7eb53ec8,0.9936404
c77a806d,0.999105
c114c951,0.99865985
71495521,0.9837835
98bb1260,0.20279849
546ec108,0.85797584
78f39102,0.056073934
26b6379a,0.7248402
8cb14c23,0.12767819
75892ee1,0.99939597
3d31d65f,1.8252828e-06
30784a7a,1.0
efba2a23,0.99999845
9fcb2c5a,4.3963876e-08
9910ee7e,0.9999987
dc97b587,0.69421756
7732ca72,0.09886703
c4bac1f1,0.7899225
a80ddf30,2.6589116e-11
fe79c536,0.0063528717
84e34259,0.99984026
7db3b563,0.0069691837
5e946e6e,0.86614424
76881bf4,0.9677602
7c606237,1.9160378e-05
7aa06d7d,0.77249396
0d035cbc,0.112181574
0838e69f,0.03199473
f6715e39,0.9161186
499004bb,0.86862767
4cefc9ec,6.123891e-13
ded95f0a,0.98729193
073112c9,0.077397555
96cb4df4,3.9146325e-11
0962de0b,0.99991626
cea18b7b,0.93182063
75463cb0,0.6129472
4a59c201,0.394136
29d46646,0.5668511
e6134ca4,0.3812765
445ae936,0.9765329
420d8dda,0.9930732
bae1b5b1,0.071674466
9f49327e,0.7272657
18b52f62,0.88958764
b02bb341,1.857075e-05
e5be8689,6.224965e-05
b5b85b95,0.278706
b94f72e3,0.998389
a79114fd,0.9999993
502ffafa,0.999559
b8e274d7,0.8456973
e37f8f63,7.670186e-06
c8a5c9d9,0.7492114
d574bf84,0.73645484
88bc1b71,0.9895351
3261e3ee,0.9166867
e65424cf,0.92506737
706d2090,9.2874023e-07
94d4c49c,0.75326633
51ba3d48,0.38008875
fdd4c395,0.98884284
12eed563,0.37402266
f93627e8,0.99970895
df51a7cd,0.78754795
c84092af,0.8580742
514a25a2,0.00090160966
5d421481,0.38142282
d3859efd,0.9765158
eb024725,0.9175528
0d8537a5,0.9108752
fe708ff7,0.85543966
1790bbf0,0.071294904
8a30487e,0.9613718
70a01d16,0.03356847
89bb7fca,0.9475907
398c1300,0.00013920665
41b43c73,0.9999856
72d2839a,0.011194259
beeb98cf,0.00017106533
c409f194,0.013206005
0c654278,0.00932011
fb155295,0.7872802
103d1e1d,0.9921906
6c755ff3,1.8528703e-14
3722a062,0.74857616
90611922,0.61795163
77b432f1,0.99145865
ccf53246,0.97548306
4c52089f,0.68327504
81e05676,0.37008584
732c51d0,0.0062556863
b60c6094,0.7610347
2e9db48a,0.99562335
68cdc732,4.56791e-05
e1f9dbd9,0.09814039
31fd12b9,0.75665116
72bd3e45,0.7965512
84e2f1ab,0.7589607
b4b6d3d0,0.16858947
874d507a,0.98221725
44775bac,0.99996245
83dfaf91,0.29665533
a9a1cc1e,4.5792645e-10
227de452,2.2845418e-20
14519bcf,1.0
970a9821,0.6893512
e84230ac,1.4340562e-17
550e4ebc,0.7030692
5e98d635,0.0005659163
667d386b,0.98369205
503fefff,0.66446227
08bcb429,0.31714594
90c293d2,0.0961785
bbc84c36,0.83949476
3facaac6,0.1848923
e8d1bc63,0.20231253
0ba50202,0.88853616
9d947517,4.100818e-22
e084ed8f,0.00020942092
7051b370,1.0
910f551e,0.935918
8d238915,0.40135917
e7238f30,1.2613606e-06
a658f1ba,0.3268704
0b4e7093,0.9690252
4d59af79,0.69562453
99a7b417,0.83355933
e5798365,0.9998822
078c699f,0.88235223
b2cd6017,0.70489746
89b3960f,0.9989321
104d981d,0.9791298
05e410e9,0.4527504
44556da6,0.99960387
207e5145,0.9998603
390ddfc0,0.97226477
2e82728f,0.0009445846
4245d2cc,1.0
d43a187c,0.8728825
52b60236,0.00071299076
cc22996f,0.6532484
bf08f16a,1.3762974e-06
47dea2c3,0.81726074
22ac0bab,0.6990487
49c670ad,1.7282764e-06
1040e727,0.9998707
f39933c4,0.00561589
30474ea4,0.9999367
73978670,0.72613376
527ad437,0.9867891
78f83e41,0.91742
12921cf8,0.91274977
b960192b,2.0442578e-05
9dfaf61b,1.0283027e-09
cec954d2,8.864509e-13
00bb437f,0.9366535
06458d98,0.12467146
37ba4455,0.0008492172
2feeeaf3,0.9863335
06c83a48,1.1412451e-08
dfe4fd55,2.2090869e-12
0b7fb9da,0.0075848997
52d1ae5f,0.015683085
0ef51267,0.91424006
0d9822ce,0.9427364
bcad7099,0.026823252
a26a7454,0.12388334
93b7cc9d,0.8494916
dcd0ddc6,0.22206295
16655d5c,0.8937181
2a6150ae,0.99549675
601fa9bc,0.3364436
3644a31b,0.7748307
396254ec,0.70999694
b01bf536,0.8008605
ff13313c,0.3228917
18c308c7,0.92444605
50b69cc6,0.99995255
76bd6e6a,0.9553337
74c587bb,0.99940467
11b26a63,0.8361667
bf2bc384,0.7513138
075634d5,8.9575215e-11
7b1e388b,7.120811e-07
8eb02fc2,0.91375035
5b09ed4a,0.9999994
371b935e,0.89546233
7a1cbaab,0.56220466
c5c72595,0.95399
c5ea95c0,0.6844031
a5b61d35,0.1097877
2c252c46,0.99893665
7d8e52d9,0.5400349
13fe65d5,0.73256564
a3d2abc6,0.6999302
9248daa9,0.79740846
605470fc,0.82245207
38717ccd,0.99312437
1144cbd0,0.92129016
6d32e09b,0.8427957
89b138f7,5.6234e-11
a83f69a4,0.6685525
68b7f89d,0.7220918
a0998397,0.77798283
7e20006f,2.0751059e-09
93b12419,0.910042
475c5a35,0.8954015
67f42c90,0.6165249
45a114e0,0.0010263622
41a59ee9,0.17281553
6c2c6a39,0.9149879
9f840a7d,9.322093e-12
2ad5ee96,5.3542163e-07
cb8b875e,0.8857325
2283d088,0.24597636
545f8210,3.016661e-08
7eeed38a,0.838517
be77b9e7,0.12739757
16ec40a3,0.92022455
b7e74bcf,0.9415335
8a36acfd,0.7237907
d2e5b493,0.9975416
bd88797b,4.9474886e-07
78566a26,0.07285416
32449528,0.48644137
5f6ffdad,0.43721572
38bdc33c,0.77647394
f88a9ed3,0.96017516
c1fe2103,0.0146496
63f7ddd9,0.035627007
